imdbID,Title,Year,Rating,Directors,Writers,Composers,Cast,IMDbRating,Metascore,OriginCountry,OriginalLanguage
106977,The Fugitive,1993,4.5,Andrew Davis,"David Twohy, Jeb Stuart",James Newton Howard,"Harrison Ford, Tommy Lee Jones, Joe Pantoliano, Jeroen Krabbé, Daniel Roebuck, L. Scott Caldwell, Tom Wood, Ron Dean, Joseph F. Kosala, Andreas Katsulas, Sela Ward, Julianne Moore, Miguel Nino, John Drummond, Tony Fosco, Joseph F. Fisher, James Liautaud, David Darlow, Tom Galouzis, James F. McKinsey, Mark D. Espinoza, John E. Ellis, Gene Barge, Thomas Charles Simmons, Joe Guzaldo, Dick Cusack, Nicholas Kusenko, Joan Kohn, Joe Guastaferro, Andy Romano, Richard Riehle, Thom Vernon, Ken Moreno, Eddie Bo Smith Jr., Frank Ray Perilli, Otis Wilson, Pancho Demmings, Jim Wilkey, Danny Goldring, Nick Searcy, Kevin Crowley, Michael James, Michael Skewes, Ila Cathleen Stallings, Linda Casaletto, Cody Glenn, Cynthia Baker, Johnny Lee Davenport, Mike Bacarella, Bill Cusack, David U. Hodges, Lillie Richardson, Peter J. Caria IV, Tighe Barry, Monika Chabrowski, Lonnie Sima, Oksana Fedunyszyn, Orlando García, Afram Bill Williams, Bruce L. Gewertz, Jane Lynch, Joseph Rotkvich, Steven Lilovich, Noelle Bou-Sliman, Roxanne Roberts, Alex P. Hernandez, Theron Touché Lykes, Joel Robinson, Greg Hollimon, Cheryl Lynn Bruce, Marie Ware, Bernard McGee, Ann Whitney, Lily Monkus, Willie Lucas, Turk Muller, Ana María Alvarez, Eugene F. Crededio, Maurice Person, Terry Hard, Pam Zekman, David Pasquesi, Brent Shaphren, Stephen A. Landsman, B.J. Jones, Dru Anne Carlson, Margaret Moore, Manny Lopez, John M. Watson Sr., Kirsten Nelson, Juan Ramírez, Neil Flynn, Allen Hamilton, Eric Fudala, Lester Holt, Jay Levine, Sal Richards, Darren W. Conrad, Kevin Mukherji, John-Clay Scott",7.8,87.0,United States,English
126029,Shrek,2001,3.5,"Andrew Adamson, Vicky Jenson","Terry Rossio, Joe Stillman, Ted Elliott, Roger S.H. Schulman","Harry Gregson-Williams, John Powell","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel, Peter Dennis, Clive Pearse, Jim Cummings, Bobby Block, Chris Miller, Cody Cameron, Kathleen Freeman, Michael Galasso, Christopher Knights, Simon J. Smith, Conrad Vernon, Jacquie Barnbrook, Guillaume Aretos, John Bisom, Matthew Gonder, Calvin Remsberg, Jean-Paul Vignon, Val Bettin",7.9,84.0,United States,English
1478338,Bridesmaids,2011,3.5,Paul Feig,"Annie Mumolo, Kristen Wiig",Michael Andrews,"Kristen Wiig, Maya Rudolph, Rose Byrne, Chris O'Dowd, Wendi McLendon-Covey, Ellie Kemper, Melissa McCarthy, Jon Hamm, Jill Clayburgh, Rebel Wilson, Matt Lucas, Michael Hitchcock, Tim Heidecker, Franklyn Ajaye, Lynne Marie Stewart, Terry Crews, Jessica St. Clair, Kali Hawk, Andy Buckley, Matt Bennett, Nancy Carell, Melanie Hutsell, Carnie Wilson, Chynna Phillips, Wendy Wilson, Joe Nuñez, Mia Rose Frampton, Tom Yi, Elaine Kao, Mitch Silpa, Dana Powell, Greg Tuculescu, Brian Petsos, Ben Falcone, Richard Riehle, Suzanne LaChasse, Annie Mumolo, Jillian Bell, Ariane Price, Paul Feig, Niko El Santo Zavero",6.8,75.0,United States,English
947798,Black Swan,2010,4.5,Darren Aronofsky,"John J. McLaughlin, Mark Heyman, Andres Heinz",Clint Mansell,"Natalie Portman, Mila Kunis, Vincent Cassel, Barbara Hershey, Winona Ryder, Benjamin Millepied, Ksenia Solo, Kristina Anapau, Janet Montgomery, Sebastian Stan, Toby Hemingway, Sergio Torrado, Mark Margolis, Tina Sloan, Abraham Aronofsky, Charlotte Aronofsky, Marcia Jean Kurtz, Shaun O'Hagan, Chris Gartin, Deborah Offner, Stanley B. Herman, Michelle Rodriguez Nouel, Kurt Froman, Marty Krzywonos, Leslie Lyles, John Epperson, Arkadiy Figlin, Tim Fain, Sarah Lane, Liam Flaherty, Patrick Heusinger, Marina Stavitskaya, Olga Kostritzky, Christine Redpath, Alexandra Damiani, Rebecca Azenberg, Laura Bowman, Holly L. Fusco, Abigail Mentzer, Barette Vance, Lillian di Piazza, Megan Dickinson, Jessy Hendrickson, Geneviève Lebean, Rachel Jambois, Ryoko Sadoshima, Kaia A. Tack, Lauren Fadeley, Sarah Hay, Adrianna de Svastich, Jamie Wolf, Carrie Lee Riggins, Gina Artese, Daralina Komar, Tim Lacatena, Alyson Cambridge, Anne Bergstedt Jordanova",8.0,79.0,United States,English
82971,Raiders of the Lost Ark,1981,5.0,Steven Spielberg,Lawrence Kasdan,John Williams,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies, Ronald Lacey, Wolf Kahler, Anthony Higgins, Denholm Elliott, Alfred Molina, Vic Tablian, Don Fellows, William Hootkins, George Harris, Fred Sorenson, Anthony Chinn, Eddie Tagoe, Bill Reimbold, Patrick Durkin, Matthew Scurfield, Malcolm Weaver, Sonny Caldinez, Pat Roach, Christopher Frederick, Tutte Lemkow, Ishaq Bux, Kiran Shah, Souad Messaoudi, Terry Richards, Steve Hanson, Frank Marshall, Martin Kreidt, John Rees, Tony Vogel, Ted Grossman, Vic Armstrong, Peter Diamond, Nick Gillard, Romo Gorrara, Rick Lester, Rocky Taylor, Reg Harding, Harry Fielder, Billy Horrigan, Terry Leonard, Sergio Mioni, Dennis Muren, Glenn Randall Jr., Michael Sheard, Frank Welker",8.4,86.0,United States,English
936501,Taken,2008,3.5,Pierre Morel,"Luc Besson, Robert Mark Kamen",Nathaniel Méchaly,"Liam Neeson, Maggie Grace, Famke Janssen, Olivier Rabourdin, Leland Orser, Jon Gries, David Warshofsky, Holly Valance, Gérard Watkins, Arben Bajraktaraj, Xander Berkeley, Katie Cassidy, Radivoje Bukvić, Nicolas Giraud, Jalil Naciri, Goran Kostić, Camille Japy, Héléna Soubeyrand, Opender Singh, Nabil Massad, Michel Flash, Rubens Hyka, Valentin Kalaj, Christophe Kourotchkine, Anca Radici, Nathan Rippy, Tommy Spahija, Anatole Taubman, Mathieu Busson, Edwin Krüger, Fani Kolarova, Bertrand Treuil, Marc Amyot, Christy Reese, George Hertzberg, Ivette González",7.7,51.0,France,English
97576,Indiana Jones and the Last Crusade,1989,4.5,Steven Spielberg,Jeffrey Boam,John Williams,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison, Richard Young, Alexei Sayle, Alex Hyde-White, Paul Maxwell, Isla Blair, Vernon Dobtcheff, J.J. Hardy, Bradley Gregg, Jeff O'Haco, Vince Deadrick Sr., Marc Miles, Ted Grossman, Tim Hiser, Larry Sanders, Will Miles, David Murray, Frederick Jaeger, Jerry Harte, Billy J. Mitchell, Martin Gordon, Paul Humpoletz, Tom Branch, Graeme Crowther, Luke Hanson, Chris Jenkinson, Nicola Scott, Louis Sheldon, Stefan Kalipha, Peter Pacey, Pat Roach, Suzanne Roquette, Eugene Lipinski, George Malpas, Julie Eccles, Nina Armstrong, Vic Armstrong, Dickey Beer, Jack Carter, Graham Cole, Bert Crome, Peter Diamond, Hugh Elton, Albert Evansky, Norman Gay, Nick Gillard, Martin Grace, Paul Heasman, Colin Hunt, Ronald Lacey, Derek Lyons, Paul Markham, Wayne Michaels, Orla Pederson, Lee Richards, Michael Sheard, Lee Sheward, Tip Tipping, Chris Webb",8.2,65.0,United States,English
15791034,Barbarian,2022,4.0,Zach Cregger,Zach Cregger,Anna Drubich,"Georgina Campbell, Justin Long, Bill Skarsgård, Richard Brake, Matthew Patrick Davis, Jaymes Butler, Kurt Braunohler, Sophie Sörensen, Rachel Fowler, JR Esposito, Kate Nichols, Kate Bosworth, Brooke Dillman, Sara Paxton, Will Greenberg, Derek Morse, Trevor Van Uden, Zach Cregger, Devina Vassileva, Kalina Stancheva, Julian Stanishkov",7.0,78.0,United States,English
2267998,Gone Girl,2014,5.0,David Fincher,Gillian Flynn,"Trent Reznor, Atticus Ross","Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry, Carrie Coon, Kim Dickens, Patrick Fugit, David Clennon, Lisa Banes, Missi Pyle, Emily Ratajkowski, Casey Wilson, Lola Kirke, Boyd Holbrook, Sela Ward, Lee Norris, Jamie McShane, Leonard Kelly-Young, Kathleen Rose Perkins, Pete Housman, Lynn Adrianna, Mark Atteberry, Darin Cooper, Kate Campbell, Brett Leigh, Antonio St. James, Lauren Glazier, Julia Prud'homme, Cooper Thornton, Casey Ruggieri, Cyd Strittmatter, Ashley Didion, Lexis Nutt, L.A. Williams, Blake Sheldon, Sean Guse, Ricky Wood, Fred Cross, Scott Takeda, Donna Rusch, Kathy Sweeney-Meadows, Mark T Anderson, Scoot McNairy, Christina Alex, Samuel Baca, Bill Blair, Thomas R. Baker, Gregoer Boru, Will C., Caroline Clements, Nancy DeMars, Davina Joy, Michael James Kelly, Elester Latham, Aaron Massey, Orion McCabe, Roz McHenry, Bryan McKinley, Teebone Mitchell, Justin Nesbitt, Mark Parrish, Jaclyn Rose, Sahlima, Joel Shock, Robert Tarpinian, Tracy Weisert, Michelle Winters, Tracy Brotherton, Matilde Matteucci, Dale Shane, Joey Courteau, Kyle Hinton",8.1,79.0,United States,English
11564570,Glass Onion,2022,3.5,Rian Johnson,Rian Johnson,Nathan Johnson,"Daniel Craig, Edward Norton, Janelle Monáe, Kathryn Hahn, Leslie Odom Jr., Kate Hudson, Dave Bautista, Jessica Henwick, Madelyn Cline, Noah Segan, Jackie Hoffman, Dallas Roberts, Ethan Hawke, Hugh Grant, Stephen Sondheim, Natasha Lyonne, Kareem Abdul-Jabbar, Serena Williams, Yo-Yo Ma, Joseph Gordon-Levitt, Adele Franck, Jacek Czajka, Dan Chariton, Eddie Gorodetsky, Coco Shinomiya, Dilcia Barrera, Mark Newman, Adam Davenport, Lauren Ivy, Momo Pićurić, N.J. Gentry, Ali Goksoy, James Payton, T. Florian Karnowski, Angela Lansbury, Jake Tapper, Panagiotis Margetis",7.1,81.0,United States,English
5886046,Escape Room,2019,2.5,Adam Robitel,"Bragi F. Schut, Maria Melnik","John Carey, Brian Tyler","Taylor Russell, Logan Miller, Jay Ellis, Deborah Ann Woll, Nik Dodani, Tyler Labine, Yorick van Wageningen, Cornelius Geaney Jr., Russell Crous, Bart Fouche, Jessica Sutton, Paul Hampshire, Vere Tindale, Kenneth Fok, Caely-Jo Levy, Jamie-Lee Money, Jeremy Jess Boado, Inge Beckmann, Carl Coetzee, Katheryn Griffiths, Gary Green, Raven Swart, Dan Gruenberg, Gino Lee, Álex Martínez, Rebecca Riedy, Adam Robitel, Pete Sepenuk, Mario Tardón, Alfredo Tavares",6.4,48.0,United States,English
11245972,Scream,2022,2.5,"Tyler Gillett, Matt Bettinelli-Olpin","James Vanderbilt, Guy Busick",Brian Tyler,"Melissa Barrera, Jenna Ortega, Mason Gooding, Jasmin Savoy Brown, Jack Quaid, Mikey Madison, Courteney Cox, David Arquette, Neve Campbell, Dylan Minnette, Skeet Ulrich, Sonia Ammar, Roger L. Jackson, Kyle Gallner, Marley Shelton, Reggie Conquest, Heather Matarazzo, Chester Tam, Brooke Barnhill, Stephen West-Rogers, Milli M., Christopher Speed, Chelsea Rebecca, James A. Janisse, Jamie Kennedy, Matthew Lillard, Matt Bettinelli-Olpin, Tyler Gillett, Iya Labunka, Kevin Williamson, Marco Beltrami, Patrick Lussier, Julie Plec, Rian Johnson, Drew Barrymore",6.3,60.0,United States,English
4361050,Ouija: Origin of Evil,2016,3.0,Mike Flanagan,"Mike Flanagan, Jeff Howard","Taylor Stewart, Andrew Grush","Annalise Basso, Elizabeth Reaser, Lulu Wilson, Henry Thomas, Parker Mack, Halle Charlton, Alexis G. Zall, Doug Jones, Kate Siegel, Sam Anderson, Chelsea Gonzalez, Lincoln Melcher, Nicholas Keenan, Michael Weaver, Ele Keats, Eve Gordon, Nina Mansker, John Prosky, Lin Shaye, Emily Brobst",6.2,65.0,United States,English
1204977,Ouija,2014,2.0,Stiles White,"Juliet Snowden, Stiles White",Anton Sanko,"Olivia Cooke, Ana Coto, Matthew Settle, Shelley Hennig, Daren Kagasoff, Bianca A. Santos, Douglas Smith, Robyn Lively, Sierra Hawkins, Lin Shaye, Claudia Katz Minnick, Afra Sophia Tully, Izzie  Galanti, Sunny May Allison, Claire Beale, Vivis Colombetti, Bill Watterson, Morgan Peter Brown, Jake Lucas, Ken Blackwell, Kathleen Coyne, Leigh Bush",4.5,38.0,United States,English
12361974,Zack Snyder's Justice League,2021,1.5,Zack Snyder,Chris Terrio,Tom Holkenborg,"Ben Affleck, Henry Cavill, Gal Gadot, Ray Fisher, Jason Momoa, Ezra Miller, Ciarán Hinds, Amy Adams, Willem Dafoe, Jeremy Irons, Jesse Eisenberg, Diane Lane, Connie Nielsen, J.K. Simmons, Ryan Zheng, Amber Heard, Joe Morton, Lisa Loven Kongsli, David Thewlis, Ann Ogbomo, Ágústa Eva Erlendsdóttir, Björt Sigfinnsdóttir, Salome R. Gunnarsdottir, Kristbjörg Kjeld, Ingvar E. Sigurðsson, Védís Vífilsdóttir, Snæfríður Rán Aðalsteins, Marc McClure, Michael McElhatton, John Dagleish, Charlotte Comer, Lara Decaro, Serene Angus, Anna Burgess, Mia Burgess, Alison Chang, Constance Bole, Shahla Ayamah, Chris Courtenay, Heather Imbeah, Carla Turner, Grace Cookey-Gam, Matthew Bates, Gary Reimer, Robbie Gee, Jim Sturgeon, Doutzen Kroes, Eleanor Matsuura, Samantha Win, Brooke Ence, Anthony Wise, Jérôme Pradon, Richard Clifford, Rebecca C. Perfect, Vincent Riotta, Edward Mitchell, Mark Arnold, Martin Troakes, Peter Guinness, Sergi Constance, Aurore Lauzeral, Julian Lewis Jones, Ray Porter, Francis Magee, Hari James, Kiersey Clemons, Lucy Briers, David Mara, Wil Coban, Stewart Alexander, Karen Bryson, Christy Meyer, C. Amanda Maud, Granville Saxton, Gianpiero Cognoli, Kobna Holdbrook-Smith, Kevin Mathurin, Joyce Veheary, Taylor James, Hadrian Howard, Victor Gardener, Bruce Chong, Orion Lee, Oliver Gatz, Rachel Blenkiron, Lynne Anne Rodgers, Oliver Powell, Kelly Burke, Keith Simpson, Omri Rose, Harry Lennix, Will Austin, William Atkinson, Sam Benjamin, Shalini Peiris, Carla Gugino, Russell Crowe, Adam Forman, Peter Brooke, Peter Henderson",7.9,54.0,United States,English
5734576,The Possession of Hannah Grace,2018,1.5,Diederik Van Rooijen,Brian Sieve,John Frizzell,"Shay Mitchell, Kirby Johnson, Grey Damon, Stana Katic, Louis Herthum, J.P. Valenti, Larry Eudene, James A. Watson, Jr, Lexie Roth, Mickey Gilmore, Shawn Fitzgibbon, Jacob Ming-Trent, Arthur Hiou, Steven Weisz, Kenneth Israel, Nick Thune, Maximillian McNamara, Guy Clemens, Gijs Scholten van Aschat, Marianne Bayard, Jeff Bellin",5.2,37.0,United States,English
443706,Zodiac,2007,5.0,David Fincher,James Vanderbilt,David Shire,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr., Chloë Sevigny, Elias Koteas, John Carroll Lynch, Brian Cox, Dermot Mulroney, Charles Fleischer, Zach Grenier, Philip Baker Hall, James Le Gros, Donal Logue, Richmond Arquette, Bob Stephenson, John Lacy, Ed Setrakian, John Getz, John Terry, Candy Clark, June Diane Raphael, Ciara Hughes, Lee Norris, Patrick Scott Lewis, Pell James, David Lee Smith, Jason Wiles, Charles Schneider, James Carraway, Tom Verica, Jimmi Simpson, Doan Ly, Karina Logue, Joel Bissonnette, John Mahon, Matt Winston, Jules Bruff, John Ennis, J. Patrick McCormack, Adam Goldberg, Clea DuVall, Paul Schulze, Adam Trese, Penny Wallace, John Hemphill, Michel Francoeur, Thomas Kopache, Barry Livingston, Christopher John Fields, Jack Samson, Micah Sauers, Zachary Sauers, Jessica Baltutis, Peter Quartaroli, Geoff Callan, Michael Hungerford, Anna Katarina, E.P. McKnight, Betty Murphy, Jeff Daniel Phillips, Shane Woodson, Cookie Crawford, Cassius M. Willis, Judith Drake, Phoebe Holston, Marty Lodge, Cooper Thornton, Cazimir Milostan, Charlotte Ferguson, Phoebe Ferguson, Kacey Malmsten, Karly Malmsten, JD Cullum, Stanley B. Herman, Roy Lee Jones, Michael Rose, James Joseph O'Neil, Rod Damer, John Sarno, Gloria Grant, Brett Rickaby, M.F. Bernier, Carter Evans, Bill Seward, Dave Nemeth, Ted Garcia, Greg Wolf, Barry LeBrock, Ione Skye, David Winston Barge, Hayati Akbas, Brad Carr, Mitchell Fink, Erica Ford, Tish Hicks, Danielle McKee, Derris Nile, Carmen Plumb, Callie Thompson",7.7,79.0,United States,English
963794,The Ruins,2008,3.0,Carter Smith,Scott B. Smith,Graeme Revell,"Jonathan Tucker, Jena Malone, Shawn Ashmore, Laura Ramsey, Joe Anderson, Sergio Calderón, Jesse Ramirez, Balder Moreno, Dimitri Baveas, Patricio Almeida Rodriguez, Mario Jurado, Luis Antonio Ramos, Bar Paly, Jordan Patrick Smith, Karen Strassman, Robert Munns",5.9,44.0,United States,English
12873562,The Invitation,2022,2.0,Jessica M. Thompson,Blair Butler,Dara Taylor,"Nathalie Emmanuel, Thomas Doherty, Sean Pertwee, Hugh Skinner, Carol Ann Crawford, Alana Boden, Stephanie Corneliussen, Tian Chaudhry, Courtney Taylor, Scott Alexander Young, Ian Lindsay, Lili Walters, Elizabeth Counsell, Virág Bárány, Jeremy Wheeler, Viktoria Monhor, Celina Schleicher, Panka Murányi, Simon Szabó, Peter Linka, Stephen Saracco, Gábor Matus, Kata Sarbó, András Korcsmáros, Christine Grace Szarkó",5.3,45.0,United States,English
4273800,The Good Nurse,2022,2.5,Tobias Lindholm,Krysty Wilson-Cairns,"Biosphere, Clint Mansell","Jessica Chastain, Eddie Redmayne, Nnamdi Asomugha, Kim Dickens, Malik Yoba, Alix West Lefler, Noah Emmerich, Gabe Fazio, Ajay Naidu, Moe Irvin, Maria Dizzia, Shaun O'Hagan, Marcia Jean Kurtz, Myra Lucretia Taylor, Denise Pillott, Dartel McRae, Joseph Fugelo, Judith Delgado, Jesus-Papoleto Melendez, Devyn McDowell, Jennean Farmer, Navya La Shay, David Lavine, Bruce MacVittie, Brooke Stacy Mills, Charlotte Cohn-Williams, Christine Healy, Maria Farrow, Alex Bartner, Anjelica Bosboom, Rebecca Watson, Jennifer Regan, Beth Dixon, Brian Sayers, Steve Antonucci, Evan Bass, Andrew James Bleidner, David Boston, Chris Henry Coffey, Victor Cruz, Sheetal Deo, Marcia M Francis, Gina Jun, Becca Marks, Lauren Yaffe",6.8,65.0,United States,English
1099212,Twilight,2008,2.0,Catherine Hardwicke,Melissa Rosenberg,Carter Burwell,"Kristen Stewart, Robert Pattinson, Billy Burke, Peter Facinelli, Ashley Greene, Jackson Rathbone, Nikki Reed, Kellan Lutz, Elizabeth Reaser, Taylor Lautner, Gil Birmingham, Cam Gigandet, Rachelle Lefevre, Edi Gathegi, Anna Kendrick, Michael Welch, Justin Chon, Christian Serratos, José Zúñiga, Sarah Clarke, Matt Bushell, Gregory Tyree Boyce, Trish Egan, Ayanna Berkshire, Ned Bellamy, Bryce Flint-Sommerville, Solomon Trimble, Alexander Mendeluk, Hunter Jackson, Gavin Bristol, Sean McGrath, Katie Powers, Catherine Grimme, William Joseph Elk III, Victoria Geil, Stephenie Meyer, Rick Mora, Edward Stiner, Robert Zorn, Humberto Amor, Kristopher Hyatt, Sherry Nelson, Tyler Nordby, Trip Ross, Josh Turner, Maggie-Jo Turner",5.3,56.0,United States,English
1259571,The Twilight Saga: New Moon,2009,1.5,Chris Weitz,"Melissa Rosenberg, Chris Weitz",Alexandre Desplat,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Dakota Fanning, Michael Sheen, Ashley Greene, Rachelle Lefevre, Billy Burke, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Nikki Reed, Edi Gathegi, Graham Greene, Gil Birmingham, Anna Kendrick, Michael Welch, Justin Chon, Christian Serratos, Jamie Campbell Bower, Christina Jastrzembska, Russell Roberts, Cam Gigandet, Christopher Heyerdahl, Curtis Caravaggio, Daniel Cudmore, Charlie Bewley, Chaske Spencer, Adrien Dorval, Michael Adamthwaite, Alexander Mendeluk, Hunter Jackson, Gavin Bristol, Sean McGrath, Tyson Houseman, Kiowa Gordon, Alex Meraz, Bronson Pelletier, Tinsel Korey, Corinna Russo, Maria Grazia Pompei, Roberto Marchetti, Alessandro Federico, Justine Wachsberger, Cameron Bright, Noot Seear, Elliott Jo Sinclair",4.8,44.0,United States,English
16426418,Challengers,2024,4.5,Luca Guadagnino,Justin Kuritzkes,"Trent Reznor, Atticus Ross","Zendaya, Mike Faist, Josh O'Connor, Darnell Appling, Bryan Doo, Shane T Harris, Nada Despotovich, Joan Mcshane, Chris Fowler, Mary Joe Fernández, A.J. Lister, Connor Aulson, Doria Bramante, Christine Dye, James Sylva, Kenneth A. Osherow, Kevin Collins, Burgess Byrd, Jason Tong, Hudson Rivera, Noah Eisenberg, Emma Davis, Naheem Garcia, Alex Bancila, Jake Jensen, Konrad Ryba, Hailey Gates, Andrew Rogers, Beverly Kristenson Helton, Brad Gilbert, Sam Xu, Caleb Schneider",7.0,82.0,United States,English
12584954,Twisters,2024,3.5,Lee Isaac Chung,Mark L. Smith,Benjamin Wallfisch,"Daisy Edgar-Jones, Glen Powell, Anthony Ramos, Brandon Perea, Maura Tierney, Harry Hadden-Paton, Sasha Lane, Daryl McCormack, Kiernan Shipka, Nik Dodani, David Corenswet, Tunde Adebimpe, Katy O'Brian, David Born, Paul Scheer, Laura Poe, Austin Bullock, Stephen Oyoung, Alex Kingi, Chris Adrien, Samantha Ireland, Aila Grey, Jeff Swearingen, James Paxton, Lily Smith, Randy Ballard, Ashley Moss, Mike Morgan, Emily Sutton, Julie Oliver-Touchstone, Austin Brooks, Darryl Cox, Douglas Seok, Ben Snow, Ashley Jay Sandberg, Clay Edward Jones, Victoria Angelina Cruz, Ben Scott, Elizabeth Ann Townsend, Capri O'Neill, Livia Chung, Chris Zurcher, Maxim Helmerich, Ken Pomeroy, James McAlister, Damien Lodes, Jennifer Rader, Shaun Maher, Tyler Kijac, Daniel Fortman, Kaden Wittig",6.5,65.0,United States,English
903624,The Hobbit: An Unexpected Journey,2012,2.0,Peter Jackson,"Guillermo del Toro, Peter Jackson, Philippa Boyens, Fran Walsh",Howard Shore,"Martin Freeman, Ian McKellen, Richard Armitage, James Nesbitt, Ken Stott, Sylvester McCoy, Barry Humphries, Dean O'Gorman, Aidan Turner, Graham McTavish, Adam Brown, Peter Hambleton, John Callen, Mark Hadlow, Jed Brophy, William Kircher, Stephen Hunter, Andy Serkis, Cate Blanchett, Lee Pace, Hugo Weaving, Christopher Lee, Ian Holm, Elijah Wood, Benedict Cumberbatch, Manu Bennett, Conan Stevens, Jeffrey Thomas, Michael Mizrahi, John Rawls, Stephen Ure, Timothy Bartlett, Bret McKenzie, Kiran Shah, Glenn Boswell, Thomas Robins, Ruby Acevedo, Katie Jackson, Isaac Miller, Ella Olssen, Louis Ashbourne Serkis, Sonny Ashbourne Serkis, Ruby Ashbourne Serkis, Terry Notary, Peter Jackson, Brendan Casey, Jarred Blakiston",7.8,58.0,United States,English
23468450,Longlegs,2024,3.5,Osgood Perkins,Osgood Perkins,Elvis Perkins,"Maika Monroe, Nicolas Cage, Blair Underwood, Alicia Witt, Michelle Choi-Lee, Dakota Daulby, Lauren Acala, Kiernan Shipka, Maïla Hosie, Jason William Day, Lisa Chandler, Ava Kelders, Rryla McIntosh, Carmel Amit, Shafin Karim, Trey Helten, Daniel Bacon, Vanessa Walsh, Beatrix Perkins, Scott Nicholson, Peter Bryant, Charles Jarman, Hazel Bartlett-Sias, Marlea Cleveland, Melissa Shim, Malcolm Masters, Erin Boyes, Lumen Beltran, Anita Wittenberg, Michelle Cyr",6.6,77.0,United States,English
1895587,Spotlight,2015,5.0,Tom McCarthy,"Tom McCarthy, Josh Singer",Howard Shore,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Brian d'Arcy James, Stanley Tucci, Elena Wohl, Gene Amoroso, Doug Murray, Sharon McFarlane, Jamey Sheridan, Neal Huff, Billy Crudup, Robert B. Kennedy, Duane Murray, Brian Chamberlain, Michael Cyril Creighton, Paul Guilfoyle, Michael Countryman, Tim Whalen, Martin Roach, Brad Borbridge, Don Allison, Patty Ross, Paloma Nuñez, Robert Clarke, Gary Galone, David Fraser, Paulette Sinclair, Laurie Heineman, Elena Juatco, Nancy Villone, Wendy Merry, Siobhan Murphy, Eileen Padua, Darrin Baker, Brett Cramp, Joe Stapleton, Maureen Keiller, Jimmy LeBlanc, Tim Progosh, Neion George, Laurie Murdoch, Zarrin Darnell-Martin, Krista Morin, Paula Barrett, Mairtin O'Carrigan, Rob deLeeuw, Nancy E. Carroll, Anthony Paolucci, Michele Proude, Richard O'Rourke, Len Cariou, Dennis Lynch, Stefanie Drummond, Mark McGrinder, Richard Fitzpatrick, Tom Driscoll, Jeffrey Samai, Moira Driscoll, Forrest Weber, Doreen Spencer, Janet Pinnick, Shannon McDonough, Shannon Ruth, Daniel Ruth, Jennifer Ruth, Timothy Mooney, Bruce-Robert Serafin, Donna Sue Jahier, Edward Brickley, Richard Jenkins, Elena Khan, Teresa Wilson, Amy Whalen, John Franchi, Peter Lewis Walsh, Lance Norris, Harold Rudolph, Colleen Kelly",8.1,93.0,United States,English
13345606,Evil Dead Rise,2023,2.5,Lee Cronin,Lee Cronin,Stephen McKeon,"Lily Sullivan, Alyssa Sutherland, Morgan Davies, Gabrielle Echols, Nell Fisher, Mark Mitchinson, Jayden Daniels, Mirabai Pease, Tai Wano, Noah Paul, Melissa Xiao, Billy Reynolds-McCarthy, Richard Crouchley, Anna-Maree Thomas, Bruce Campbell",6.5,69.0,United States,English
298148,Shrek 2,2004,3.5,"Conrad Vernon, Kelly Asbury, Andrew Adamson","Andrew Adamson, J. David Stem, Joe Stillman, David N. Weiss",Harry Gregson-Williams,"Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews, Antonio Banderas, John Cleese, Rupert Everett, Jennifer Saunders, Aron Warner, Kelly Asbury, Cody Cameron, Conrad Vernon, Christopher Knights, David P. Smith, Mark Moseley, Kelly Cooney Cilella, Wendy Bilanski, Larry King, Guillaume Aretos, Chris Miller, Latifa Ouaou, Alina Phelan, Erika Thomas, Joan Rivers, Andrew Adamson, Jonathan Ross",7.4,75.0,United States,English
81505,The Shining,1980,5.0,Stanley Kubrick,"Diane Johnson, Stanley Kubrick","Wendy Carlos, Rachel Elkind","Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson, Philip Stone, Joe Turkel, Anne Jackson, Tony Burton, Lia Beldam, Billie Gibson, Barry Dennen, David Baxt, Manning Redwood, Lisa Burns, Louise Burns, Robin Pappas, Alison Coleridge, Burnell Tucker, Jana Shelden, Kate Phelps, Norman Gay, Paul Desbois, Vivian Kubrick, Derek Lyons, Alan Harris, Peter McNamara, Guy Standeven, Reg Thomason",8.4,68.0,United States,English
