imdbID,Title,Year,Directors,Writers,Composers,Cast,IMDbRating,Metascore,OriginCountry,OriginalLanguage
145487,Spider-Man,2002,Sam Raimi,David Koepp,Danny Elfman,"Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco, Cliff Robertson, Rosemary Harris, J.K. Simmons, Joe Manganiello, Gerry Becker, Bill Nunn, Jack Betts, Stanley Anderson, Ron Perkins, Michael Papajohn, K.K. Dodds, Ted Raimi, Bruce Campbell, Elizabeth Banks, John Paxton, Tim DeZarn, Taylor Gilbert, Randy Poffo, Larry Joshua, Timothy Patrick Quill, Lisa Danielle, Natalie T. Yeo, Erica D. Porter, Kristen Davidson, Jason Padgett, Shan Omar Huey, Sally Levi, Evan Arnold, Jill Sayre, Jim Ward, David Holcomb, Octavia Spencer, Brad Grunberg, Shane Habberstad, Deborah Wakeham, Rachael Bruce, Mackenzie Bryce, Julia Barrie, Macy Gray, Myk Watford, Bill Calvert, Sylva Kelegian, Kristen Marie Holly, Ajay Mehta, Peter Appel, Scott Spiegel, Matt Smith, Sara Ramirez, Lucy Lawless, Jayce Bartok, Maribel González, Amy Bouril, Joseph D'Onofrio, Jim Norton, Corey Mendell Parker, Ashley Edner, William Joseph Firth, Alex Black, Laura Gray, Joe Virzi, Michael Edward Thomas, Jeanie Fox, Robert Kerman, Stan Lee, Una Damon, Rick Avery, Peter Aylward, Jillian Clare, Chris Coppola, Jesse Heiman, Leroy Patterson, Benny Urquidez, Scott L. Schwartz, Jophery C. Brown, Brian J. Williams, Mark De Alessandro, Tia Dionne Hodge, Loren Janes, Andray Johnson, Martin Pfefferkorn, Tammi Sutton, Lindsay Thompson, Sean Valla, Pete Macnamara, Al Goto, Joni Avery, Sam Raimi, Craig 'Radio Man' Castaldo, Lou Torres",7.4,73.0,United States,English
7653254,Marriage Story,2019,Noah Baumbach,Noah Baumbach,Randy Newman,"Adam Driver, Scarlett Johansson, Laura Dern, Alan Alda, Ray Liotta, Julie Hagerty, Merritt Wever, Azhy Robertson, Wallace Shawn, Martha Kelly, Mark O'Brien, Julia Greer, Matthew Maher, Eric Berryman, Mickey Sumner, Jasmine Cephas Jones, Gideon Glick, Motell Gyn Foster, David Turner, Raymond J. Lee, Mary Wiseman, Pete Simpson, Irene Choi, Matthew Shear, Becca Blackwell, Brooke Bloom, Hannah Dunne, McKinley Belcher III, Roslyn Ruff, Santiago Mallan, Robert Smigel, Amanda Rovner, Carlos Jacott, Sarah Jones, Dean Wareham, Bashir Salahuddin, Vinny Chhibber, Ayden Mayeri, Erin Evans, Lucas Neff, Annie Hamilton, Tunde Adebimpe, Jordyn Curet, Justin Claiborne, Kyle Bornheimer, Pilar Holland, Emily Cass McDonnell, Andrew Steven Hernandez, Amir Talai, Juan Alfonso, Connie Marie Flores, Jeremy Barber, Rich Fulcher, Mary Hollis Inboden, Peter Oliver, Bill Blair",7.9,94.0,United Kingdom,English
371746,Iron Man,2008,Jon Favreau,"Hawk Ostby, Matt Holloway, Art Marcum, Mark Fergus",Ramin Djawadi,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub, Faran Tahir, Clark Gregg, Bill Smitrovich, Sayed Badreya, Paul Bettany, Jon Favreau, Peter Billingsley, Tim Guinee, Will Lyman, Tom Morello, Marco Khan, Daston Kalili, Ido Mor, Kevin Foster, Garret Noël, Eileen Weisinger, Ahmed Ahmed, Fahim Fazli, Gerard Sanders, Tim Rigby, Russell Richardson, Nazanin Boniadi, Thomas Craig Plumer, Robert Berkman, Stacy Stas Hurst, Lauren Scyphers, Frank Nyi, Marvin Jordan, Jim Cramer, Donna Evans, Reid Harper, Summer Kylie Remington, Ava Rose Williams, Vladimir Kubr, Callie Croughwell, Javan Tahir, Sahar Bibiyan, Patrick O'Connell, Adam Harrington, Meera Simhan, Ben Newmark, Ricki Lander, Jeannine Kaspar, Sarah Cahill, Stan Lee, Justin Rex, Zorianna Kit, Lana Kinnear, Nicole Lindeblad, Masha Lund, Gabrielle Tuite, Tim Griffin, Joshua Harto, Micah A. Hauptman, James Bethea, Mike Cochrane, Flavia Manes Rossi, Samuel L. Jackson, Kristin J. Hooper",7.9,79.0,United States,English
107290,Jurassic Park,1993,Steven Spielberg,"Michael Crichton, David Koepp",John Williams,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck, Martin Ferrero, BD Wong, Joseph Mazzello, Ariana Richards, Samuel L. Jackson, Wayne Knight, Gerald R. Molen, Miguel Sandoval, Cameron Thor, Christopher John Fields, Whit Hertford, Dean Cundey, Jophery C. Brown, Tom Mishler, Greg Burson, Adrian Escober, Richard Kiley",8.2,68.0,United States,English
114709,Toy Story,1995,John Lasseter,"Alec Sokolow, Joel Cohen, Joss Whedon, Andrew Stanton",Randy Newman,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger, Annie Potts, John Morris, Erik von Detten, Laurie Metcalf, R. Lee Ermey, Sarah Freeman, Penn Jillette, Jack Angel, Spencer Aste, Greg Berg, Lisa Bradley, Kendall Cunningham, Debi Derryberry, Cody Dorkin, Bill Farmer, Craig Good, Gregory Grudt, Danielle Judovits, Sam Lasseter, Brittany Levenbrown, Sherry Lynn, Scott McAfee, Mickie McGowan, Ryan O'Donohue, Jeff Pidgeon, Patrick Pinney, Phil Proctor, Jan Rabson, Joe Ranft, Andrew Stanton, Shane Sweet",8.3,96.0,United States,English
1211837,Doctor Strange,2016,Scott Derrickson,"Scott Derrickson, Jon Spaihts, C. Robert Cargill",Michael Giacchino,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen, Tilda Swinton, Michael Stuhlbarg, Benjamin Bratt, Scott Adkins, Zara Phythian, Alaa Safi, Katrina Durden, Topo Wresniwiro, Umit Ulgen, Linda Louise Duan, Mark Anthony Brighton, Meera Syal, Amy Landecker, Adam Pelta-Pauls, Sarah Malin, Eben Young, Kobna Holdbrook-Smith, Elizabeth Healey, Guillaume Faure, Daniel Dow, Stan Lee, Ezra Faroque Khan, Kimberly Van Luin, Pat Kiernan, Raj Awasti, Jill Buchanan, Daniel Eghan, Juani Feliz, Mo Idriss, Tamika Katon-Donegal, Pezh Maan, Kei Miura, Cameron Moon, Emeson Nwolie, Clem So, Chris Hemsworth, Samantha Russell",7.5,72.0,United States,English
443706,Zodiac,2007,David Fincher,James Vanderbilt,David Shire,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr., Chloë Sevigny, Elias Koteas, John Carroll Lynch, Brian Cox, Dermot Mulroney, Charles Fleischer, Zach Grenier, Philip Baker Hall, James Le Gros, Donal Logue, Richmond Arquette, Bob Stephenson, John Lacy, Ed Setrakian, John Getz, John Terry, Candy Clark, June Diane Raphael, Ciara Hughes, Lee Norris, Patrick Scott Lewis, Pell James, David Lee Smith, Jason Wiles, Charles Schneider, James Carraway, Tom Verica, Jimmi Simpson, Doan Ly, Karina Logue, Joel Bissonnette, John Mahon, Matt Winston, Jules Bruff, John Ennis, J. Patrick McCormack, Adam Goldberg, Clea DuVall, Paul Schulze, Adam Trese, Penny Wallace, John Hemphill, Michel Francoeur, Thomas Kopache, Barry Livingston, Christopher John Fields, Jack Samson, Micah Sauers, Zachary Sauers, Jessica Baltutis, Peter Quartaroli, Geoff Callan, Michael Hungerford, Anna Katarina, E.P. McKnight, Betty Murphy, Jeff Daniel Phillips, Shane Woodson, Cookie Crawford, Cassius M. Willis, Judith Drake, Phoebe Holston, Marty Lodge, Cooper Thornton, Cazimir Milostan, Charlotte Ferguson, Phoebe Ferguson, Kacey Malmsten, Karly Malmsten, JD Cullum, Stanley B. Herman, Roy Lee Jones, Michael Rose, James Joseph O'Neil, Rod Damer, John Sarno, Gloria Grant, Brett Rickaby, M.F. Bernier, Carter Evans, Bill Seward, Dave Nemeth, Ted Garcia, Greg Wolf, Barry LeBrock, Ione Skye, David Winston Barge, Hayati Akbas, Brad Carr, Mitchell Fink, Erica Ford, Tish Hicks, Danielle McKee, Derris Nile, Carmen Plumb, Callie Thompson",7.7,79.0,United States,English
3498820,Captain America: Civil War,2016,"Joe Russo, Anthony Russo","Stephen McFeely, Christopher Markus",Henry Jackman,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Paul Rudd, Emily VanCamp, Tom Holland, Daniel Brühl, Frank Grillo, William Hurt, Martin Freeman, Marisa Tomei, John Kani, John Slattery, Hope Davis, Alfre Woodard, Michael A. Cook, Laughton Parchment, Jackson Spidell, Yi Long, Heidi Moneymaker, Aaron Toney, Cale Schultz, Ann Russo, Gene Farber, Florence Kasumba, Cornell John, Sven Hönig, Joshua Peck, Brent McGee, Be Satrazemis, Blair Jasin, Oliver Bigalke, Rafael Banasik, David de Vries, John Curran, Katie Amess, Austin Sanders, Brett Gentile, Matthew Anderson, Andrew Botchwey, Chase Bradfield, Ernest Charles, Hendricks Coates, Ethan Condon, Shen Dynes, Nathaniel Ellis, Jariah Ferguson, Evan Ffrench, Justin Freeman, Ralphael Grand'Pierre, Julian Grimes, Aaron Hayes, Austin Hooper, Amiri Jones, Myles Joseph, Stephen Lewis, Jacob Ludwick, D'Mahrei McRae, Ashwin Mudaliar, Eli Ollinger, Parker Pape, Daniel Parada, Jonah Ruffin, Darryl Sampson, Cameron Sardone, Stanley Sellers, Miles Selles, Jacob Sung, Caden Wilkinson, Jin Shijia, Jessica Walther-Gabory, Beniamino Brogi, Silvina Buchbauer, Henry Amadi, Ugochukwu Ani, Michael Anthony Rogers, Damion Poitier, Umar Khan, David E. Brown, Guy Fernandez, Jim Rash, Sophia Russo, Joe Russo, Stan Lee, Amelia Morck, Kerry Condon, Julianna Guill, Surely Alvelo, Brian Schaeffer, Kevin LaRosa Jr., Al Cerullo, Frédéric North, Ray Sahetapy",7.8,75.0,United States,English
167260,The Lord of the Rings: The Return of the King,2003,Peter Jackson,"Fran Walsh, Peter Jackson, Philippa Boyens",Howard Shore,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis, Dominic Monaghan, Billy Boyd, John Noble, David Wenham, Miranda Otto, Bernard Hill, John Rhys-Davies, Orlando Bloom, Hugo Weaving, Liv Tyler, Cate Blanchett, Karl Urban, Ian Holm, Sean Bean, Lawrence Makoare, Marton Csokas, Paul Norell, Noel Appleby, Sarah McLeod, Ali Astin, Maisy McLeod-Riera, David Aston, John Bach, Sadwyn Brophy, Alistair Browning, Richard Edge, Jason Fitch, Bruce Hopkins, Ian Hughes, Bret McKenzie, Bruce Phillips, Shane Rangi, Todd Rippon, Thomas Robins, Harry Sinclair, Peter Tait, Joel Tobeck, Stephen Ure, Sala Baker, Robert Pollock, Ross Duncan, Pete Smith, Jed Brophy, Lee Hartley, Billy Jackson, Katie Jackson, Alan Howard, Jane Abbott, Gino Acevedo, Aidan Bell, Jarl Benzon, Jørn Benzon, Emma Deakin, Michael Elsworth, Clint Elvy, Zo Hartley, Peter Jackson, Sandro Kopp, Andrew Lesnie, Joseph Mika-Hunt, Henry Mortensen, Craig Parker, Rick Porras, Christian Rivers, Michael Semanick, Howard Shore, John Stephenson, Richard Taylor, Royd Tolkien, Sam Kelly, Brad Dourif, Christopher Lee, Bruce Spence",9.0,94.0,United States,English
317705,The Incredibles,2004,Brad Bird,Brad Bird,Michael Giacchino,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Spencer Fox, Jason Lee, Samuel L. Jackson, Elizabeth Peña, Eli Fucile, Maeve Andrews, Brad Bird, Dominique Louis, Teddy Newton, Jean Sincere, Wallace Shawn, Lou Romano, Wayne Canney, Michael Bird, Bud Luckey, Bret Parker, Kimberly Adair Clark, John Ratzenberger, Mark Andrews, Nicholas Bird, Louis Martin Braga III, Mary Elizabeth Clark, Pete Docter, Louis Gonzales, Elizabeth Greenberg, Juliet Greenberg, Billy Guardino, Dennis 'D.J.' Jennings, Ollie Johnston, Bradford Lewis, Ted Mathot, Jazzie Mahannah, Randy Nelson, Bob Peterson, Jeff Pidgeon, Juliet Pokorny, Joe Ranft, Lori Richardson, A.J. Riebli III, Katherine Ringgold, Stephen Schaffer, Bob Scott, Peter Sohn, Andrew Stanton, Frank Thomas, Pamela Gaye Walker, Patrick Walker, Deirdre Warin",8.0,90.0,United States,English
327597,Coraline,2009,Henry Selick,Henry Selick,Bruno Coulais,"Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French, Keith David, John Hodgman, Robert Bailey Jr., Ian McShane, Aankha Neal, George Selick, Hannah Kaiser, Harry Selick, Marina Budovsky, Emerson Tenney, Jerome Ranft, Christopher Murrie, Jeremy Ryder, Carolyn Crawford, Yona Prost, John Linnell",7.8,80.0,United States,English
126029,Shrek,2001,"Andrew Adamson, Vicky Jenson","Ted Elliott, Roger S.H. Schulman, Joe Stillman, Terry Rossio","John Powell, Harry Gregson-Williams","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel, Peter Dennis, Clive Pearse, Jim Cummings, Bobby Block, Chris Miller, Cody Cameron, Kathleen Freeman, Michael Galasso, Christopher Knights, Simon J. Smith, Conrad Vernon, Jacquie Barnbrook, Guillaume Aretos, John Bisom, Matthew Gonder, Calvin Remsberg, Jean-Paul Vignon, Val Bettin",7.9,84.0,United States,English
78748,Alien,1979,Ridley Scott,Dan O'Bannon,Jerry Goldsmith,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt, Ian Holm, Yaphet Kotto, Bolaji Badejo, Helen Horton",8.5,89.0,United States,English
1345836,The Dark Knight Rises,2012,Christopher Nolan,"Jonathan Nolan, Christopher Nolan",Hans Zimmer,"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt, Anne Hathaway, Marion Cotillard, Morgan Freeman, Michael Caine, Matthew Modine, Alon Aboutboul, Ben Mendelsohn, Burn Gorman, Daniel Sunjata, Aidan Gillen, Sam Kennard, Aljaž Tepina, Nestor Carbonell, Brett Cullen, Nick Julian, Miranda Nolan, Claire Julien, Reggie Lee, Joseph Lyle Taylor, Chris Ellis, Tyler Dean Flores, Juno Temple, Duane Henry, James Harvey Ward, Gonzalo Menendez, Cameron Jack, Lex Daniel, Thomas Lennon, Trevor White, Rob Brown, Fredric Lehne, Courtney Munch, Chris Hill, Travis Guba, Jay Benedict, Will Estes, David Dayan Fisher, P.J. Griffith, Glen Powell, Ben Cornish, Russ Fega, Andres Perez-Molina, Brent Briscoe, John Nolan, Oliver Cotton, Mark Killeen, Sarah Goldberg, John Macmillan, Robert Wisdom, Ronnie Gene Blevins, John Hollingworth, Ian Bohen, Uri Gavriel, Noel Gugliemi, Max Schuler, Daina Griffith, Hector Atreyu Ruiz, Patrick Cox, Aramis Knight, Josh Stewart, William Devane, Harry Coles, Joey King, Liam Neeson, Julie Mun, Cillian Murphy, David Gyasi, Patrick Jordan, Tom Conti, Joshua Elijah Reese, Desmond Harrington, Mychael Bates, Rory Nolan, Tomas Arana, Peter Holden, David Monahan, Jillian Armenante, Aja Evans, Aldous Davidson, Michael James Faradie, Wade Williams, Antwan Lewis, Jake Canuso, Josh Pence, India Wadsworth, Kevin Kiely Jnr, Daniel Newman, Massi Furlan, Warren Brown, Luke Rutherford, Phillip Browne, Christopher Judge, Aldo Bigante, Charles Jackson Coyne, Patrick Leahy, Todd Gearhart",8.4,78.0,United Kingdom,English
99785,Home Alone,1990,Chris Columbus,John Hughes,John Williams,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Roberts Blossom, Catherine O'Hara, Angela Goethals, Devin Ratray, Gerry Bamman, Hillary Wolf, John Candy, Larry Hankin, Michael C. Maronna, Kristin Minter, Diana Rein, Jedidiah Cohen, Kieran Culkin, Senta Moses, Anna Slotky, Terrie Snell, Jeffrey Wiseman, Virginia Smith, Matt Doherty, Ralph Foody, Michael Guido, Ray Toler, Billie Bird, Bill Erwin, Gerry Becker, Victor Cole, Porscha Radcliffe, Brittany Radcliffe, Clarke Devereux, D. Danny Warhol, Lynn Mansbach, Peter Siragusa, Alan Wilder, Hope Davis, Dianne B. Shaw, Tracy J. Connor, James Ryan, Ken Hudson Campbell, Sandra Macat, Mark Beltzman, Ann Whitney, Richard J. Firfer, Jim Ortlieb, Kate Johnson, Michael Hansen, Peter Pantaleo, Jean-Claude Sciore, Monica Devereux, Edward Bruzan, Frank Cernugel, John Hardy, Eddie Korosa, Robert Okrzesik, Leo Perion, Vince Waidzulis, Quinn Culkin, Paula Newsome, Irene Columbus, Raja Gosnell, Barbie Greiwe, Gary Grott, Dale Hawes, James Huffman",7.7,63.0,United States,English
2488496,Star Wars: Episode VII - The Force Awakens,2015,J.J. Abrams,"Michael Arndt, Lawrence Kasdan, J.J. Abrams",John Williams,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Lupita Nyong'o, Andy Serkis, Domhnall Gleeson, Anthony Daniels, Max von Sydow, Peter Mayhew, Gwendoline Christie, Joonas Suotamo, Pip Andersen, Simon Pegg, Kiran Shah, Sasha Frost, Pip Torrens, Andrew Jack, Rocky Marshall, Greg Grunberg, Emun Elliott, Brian Vernel, Yayan Ruhian, Sebastian Armesto, Maisie Richardson-Sellers, Warwick Davis, Cailey Fleming, Mark Stanley, Ken Leung, Iko Uwais, Anna Brewster, Harriet Walter, Tim Rose, Erik Bauersfeld, Mike Quinn, Bill Kipsang Rotich, Michael Giacchino, Nigel Godrich, Judah Friedlander, Victor McGuire, Miltos Yerolemou, Francesca Longrigg, D.C. Barns, Billie Lourd, Leanne Best, Crystal Clarke, Jeffery Kissoon, Claudia Sermbezis, Gerald W. Abrams, Jim McGrath, Philicia Saunders, Morgan Dameron, Jessica Henwick, Tosin Cole, James McArdle, Stefan Grube, Dixie Arnold, Hannah John-Kamen, Kate Fleetwood, Thomas Brodie-Sangster, Tom Edden, Brian Herring, Dave Chapman, Jimmy Vee, Cecep Arif Rahman, Ian Whyte, Daniel Craig, Ewan McGregor, Frank Oz, Alec Guinness, Tom Kane, Catherine Taber, Matthew Wood, Sam Witwer, Meredith Salenger, James Arnold Taylor, Michael Donovan, Devon Libran, Robert Stambler, Verona Blue, Fred Tatasciore, Patrick Correll, Karen Huie, Orly Schuchmacher, Ben Schwartz, Mark Dodson, Liang Yang, David Acord, Jamie B. Chambers, David M. Santana, Richard Riddell, Jefferson Hall, Jack Laskey, Daniel Adjei, Charlie Akin, Adrian Allan, Samantha Alleyne",7.7,80.0,United States,English
16277242,Society of the Snow,2023,J.A. Bayona,"Bernat Vilaplana, J.A. Bayona, Jaime Marques, Nicolás Casariego Córdoba",Michael Giacchino,"Enzo Vogrincic, Agustín Pardella, Matías Recalt, Esteban Bigliardi, Diego Vegezzi, Fernando Contigiani García, Esteban Kukuriczka, Francisco Romero, Rafael Federman, Valentino Alonso, Tomás Wolf, Agustín Della Corte, Felipe Otaño, Andy Pruss, Blas Polidori, Felipe Ramusio, Simón Hempe, Luciano Chattón, Rocco Posca, Paula Baldini, Emanuel Parga, Juan Caruso, Benjamín Segura, Santiago Vaca Narvaja, Fede Aznárez, Agustín Berruti, Alfonsina Carrocio, Jaime James, Juandi Eirea Young, Jerónimo Bosia, Giselle Douaret, Agustín Lain, Julian Bedino, Federico Formento, Lautaro Bakir, Tea Alberti, Francisco Bereny, Toto Rovito, Lucas Mascarena, Maximiliano de la Cruz, Juan José Marco, Mariano Rochman, Esteban Pico, Pablo Tate, Virgínia Kauffmann, Francisco Burghi, Daniel Patricio Antivilio Acuña, Ezequiel Fadel Hinojosa, Gustavo F. Sasco, Facundo Roure, Gas, Emanuel Sobré, Carlos Miguel Páez Rodríguez, Tomás Friedmann, Roberto Suárez, Constanza del Sol Giraudo, Gabriela Quartino Tilve, Sergio Armand'ugón, María Elena Pérez, Julio Lachs, Camila Chieza, Franco Rilla, Ignacio Martínez, Ramiro Rutz, Sandra Américo, Claudia Trecu De Lucía, Susana Groisman, Julieta Marcus, Clara Roibal Camino, Clara Ibarra Vierci, Lorenzo Bigliardi, Carolina Steinhorn, Belen Giannini, Camila Giannotti, Sofía Lara, Verónica Perrotta, Rogelio Gracia, Álvaro Armand Ugón, Sara Bessio, Noelia Campo, Juan Carlos Alcayaga González, Consuelo Ortega, Pedro Luque, Carlos García Bayona, Pablo Vierci, Berch Rupenian, Nando Parrado, Roberto Canessa, Antonio José Vizintín Brandi, José Luis Inciarte Vázquez, Gustavo Zerbino Stajano, Daniel Fernández Strauch, Ramón Mario Sabella Barreiro, Joaquín De Freitas Turcatti, Juan Andrés Hidalgo Aguayo, Eder Fructos, Ernesto Torres De Rago, Viviana Campugiani, María Laura Berch, Gustavo Saffores",7.8,72.0,Spain,Spanish
4116284,The Lego Batman Movie,2017,Chris McKay,"Chris McKenna, John Whittington, Seth Grahame-Smith, Erik Sommers, Jared Stern",Lorne Balfe,"Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes, Zach Galifianakis, Jenny Slate, Jason Mantzoukas, Conan O'Brien, Doug Benson, Billy Dee Williams, Zoë Kravitz, Kate Micucci, Riki Lindhome, Eddie Izzard, Seth Green, Jemaine Clement, Ellie Kemper, Channing Tatum, Jonah Hill, Adam Devine, Héctor Elizondo, Mariah Carey, Lauren White, David Burrows, Laura Kightlinger, Brent Musburger, Ralph Garman, Chris Hardwick, Todd Hansen, Chris McKay, Susan Bennett, Abel Arnett, Archie Arnett, Marco Campagno, Garret Elkins, Ryan Halprin, Alison Ingram, Holly Isaacson, Kelly Lafferty, Doug Nicholas, Samantha Nisenboim, Chris Paluszek, Wendell Stephens, Vanara Taing, Matt Town, Bram Tulloch, John Venzon, Matt Villa, Charlie Bean",7.3,75.0,United States,English
840361,The Town,2010,Ben Affleck,"Ben Affleck, Aaron Stockard, Peter Craig","David Buckley, Harry Gregson-Williams","Ben Affleck, Jeremy Renner, Rebecca Hall, Jon Hamm, Blake Lively, George Carroll, Pete Postlethwaite, Owen Burke, Titus Welliver, Chris Cooper, Dennis McLaughlin, Corena Chase, Brian Scannell, Kerri Dunbar, Tony V., Isaac Bordoy, Michael Yebba, Daniel Woods, Jimmy Joe Maher, Joe Lawler, Michele Cressinger, Mark Berglund, Ralph Boutwell, Michael Romig, Michael Malvesti, Jack Neary, Ed O'Keefe, Ben Hanson, Brian A. White, Richard Caines, Frank Garvin, Danny Ring, Gary Galone, David Catanzaro, Jeremiah Kissel, Malik McMullen, Charles C. Winchester III, Adam J. Husband, Danny DeMiller, Susan Rawlinson, Sean Locke, Peter Looney, Lennin Pena, James McKittrick, Ted Arcidi, Bryan Connolly, Quan Liang Chen, Alex Winston, Michael F. Murphy, Kimberly Mahoney, Bobby Curcuro, Ginaya Green, Nicole Page, Georgia Lyman, Robert Boyden, Jamie Ghazarian, Chick Bernhard, Stephen Bishop, David Boston, Alex Bussell, Katelyn Cahill, Nick Cairis, Jeffrey Corazzini, Tommy Dallace, Mary A. DeBriae, Tom Diorio, Jeffrey Feingold, Mugisha Feruzi, Carlos Foglia, Jim Ford, Rich Foster, John Franchi, Jonathon Frost, Victor Garber, Suzanne Gillies, London Hall, Bane Harlock, Louis Holmes",7.5,74.0,United States,English
14230458,Poor Things,2023,Yorgos Lanthimos,Tony McNamara,Jerskin Fendrix,"Emma Stone, Mark Ruffalo, Willem Dafoe, Ramy Youssef, Christopher Abbott, Suzy Bemba, Jerrod Carmichael, Kathryn Hunter, Vicki Pepperdine, Hanna Schygulla, Margaret Qualley, Jack Barton, Charlie Hiscock, Attila Dobai, Emma Hindle, Anders Grundberg, Attila Kecskeméthy, Jucimar Barbosa, Carminho, Angela Paula Stander, Gustavo Gomes, Kate Handford, Owen Good, Zen Joshua Poisson, Vivienne Soan, Jerskin Fendrix, István Göz, Bruna Asdorian, Tamás Szabó Sipos, Tom Stourton, Mascuud Dahir, Miles Jovian, Jeremy Wheeler, János Geréb, Patrick de Valette, Raphaël Thiéry, Boris Gillot, Dorina Kovács, Yorgos Stefanakos, Hubert Benhamdine, Laurent Borel, Gábor Patay, Laurent Winkler, Andrew Hefler, Damien Bonnard, Noah Breton, Donovan Fouassier, Wayne Brett, John Locke, Keeley Forsyth, David Bromley, Celina Schleicher, Roderick Hill",7.8,88.0,United States,English
26047818,Anyone But You,2023,Will Gluck,"Will Gluck, Ilana Wolpert","Este Haim, Christopher Stracey","Sydney Sweeney, Glen Powell, Mia Artemis, Nat Buchanan, GaTa, Alexandra Shipp, Hadley Robinson, Dermot Mulroney, Rachel Griffiths, Deborah Faye Lee, Lance Kerfuffle, Taryn Gluck, Alexandra Gluck, Summer Tian, Dan Liu, Davina Chan Gallagher, Charlee Fraser, Joe Davidson, Bryan Brown, Michelle Hurd, Darren Barnet, Mariama Whitton, Ryan Panizza, Talayna Moana Nikora, Beau Karolos, Ben Heber, Maple, Theodore Avery, Jen Boxer, Heloise D'Annunzio, Victoria Ferrara, Apit Karki, Hiroshi Kasuga, Aiden Mckenzie, Armani Pinto, Jacob Yee",6.1,52.0,United States,English
137523,Fight Club,1999,David Fincher,Jim Uhls,"John King, Michael Simpson","Edward Norton, Brad Pitt, Helena Bonham Carter, Meat Loaf, Jared Leto, Zach Grenier, Holt McCallany, Eion Bailey, Richmond Arquette, David Andrews, George Maguire, Eugenie Bondurant, Christina Cabot, Sydney 'Big Dawg' Colston, Rachel Singer, Christie Cronenweth, Tim DeZarn, Ezra Buzzington, Dierdre Downing-Jackson, Bob Stephenson, Charlie Dell, Rob Lanza, David Lee Smith, Joel Bissonnette, Evan Mirand, Robby Robinson, Lou Beatty Jr., Thom Gossom Jr., Valerie Bickford, Peter Iacangelo, Carl Ciarfalio, Stuart Blumberg, Todd Peirce, Mark Fite, Matt Winston, Joon Kim, Bennie Moore, Lauren Sánchez, Pat McNamara, Tyrone R. Livingston, Owen Masterson, David Jean Thomas, Paul Carafotes, Christopher John Fields, Anderson Bourell, Scotch Ellis Loring, Michael Shamus Wiles, Andi Carnick, Ed Kowalczyk, Leonard Termo, Van Quattro, Markus Redmond, Michael Girardin, Michael Arturo, Greg Bronson, Matt Cinquanta, Paul Dillon, Eddie Hargitay, Phil Hawn, Bruce Holman, Jawara, Baron Jay, Jim Jenkins, Kevin Scott Mack, Trey Ore, Louis Ortiz, Hugh Peddy, J.T. Pontino, Chad Randau, Marcio Rosario, Gregory Silva, Brian Tochi, Michael Zagst, Marc Cinquanta, Summer Moore",8.8,67.0,United States,English
435761,Toy Story 3,2010,Lee Unkrich,Michael Arndt,Randy Newman,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger, Estelle Harris, Blake Clark, Jeff Pidgeon, Ned Beatty, Michael Keaton, Jodi Benson, John Morris, Emily Hahn, Timothy Dalton, Kristen Schaal, Jeff Garlin, Bonnie Hunt, Whoopi Goldberg, Jack Angel, John Cygan, Jan Rabson, Laurie Metcalf, Lori Alan, Bea Miller, R. Lee Ermey, Teddy Newton, Richard Kind, Bud Luckey, Javier Fernández-Peña, Charlie Bright, Amber Kroner, Brianna Maiwand, Erik von Detten, Jack Willis, Woody Smith, Carlos Alazraqui, Teresa Ganzel, Jess Harnell, Danny Mann, Mickie McGowan, Laraine Newman, Colleen O'Shaughnessey, Bob Peterson, Jerome Ranft, Lee Unkrich, Colette Whitaker, Constantino Bravos, Taiana Huff, Adam Joshua Jastrow, Leo Jergovic, Theodore F. Kayser, Gia Michailidis, Nikolas Michailidis, Aramé Scott, Hannah Unkrich, Godfrey Gao, Sherry Lynn, Jim Ward, Frank Welker",8.3,92.0,United States,English
